"Base","Style","From","R","G","B","ShiftR","ShiftG","ShiftB"
"gunslinger_male","10","9","1,15","0,85","0,8","18","-8","-14"
"gunslinger_male","11","9","0,82","1,02","1,2","-18","0","24"
"gunslinger_male","12","9","0,78","1,18","0,82","-20","22","-18"
"gunslinger_male","13","9","1,2","0,92","1,15","22","-4","18"
"gunslinger_male","14","9","0,82","1,15","1,16","-20","18","20"
"gunslinger_male","15","9","1,18","1,06","0,72","22","12","-28"
"gunslinger_male","16","6","1,2","0,76","0,72","28","-18","-22"
"gunslinger_male","17","6","0,72","0,96","1,22","-28","-2","30"
"gunslinger_male","18","1","0,78","0,88","1,18","-24","-10","28"
"gunslinger_male","19","1","1,18","0,82","1,02","26","-16","8"
"gunslinger_male","20","1","0,74","1,12","0,92","-26","18","-8"
"high_priest_female","10","9","1,15","0,85","0,8","18","-8","-14"
"high_priest_female","11","9","0,82","1,02","1,2","-18","0","24"
"high_priest_female","12","9","0,78","1,18","0,82","-20","22","-18"
"high_priest_female","13","9","1,2","0,92","1,15","22","-4","18"
"high_priest_female","14","9","0,82","1,15","1,16","-20","18","20"
"high_priest_female","15","9","1,18","1,06","0,72","22","12","-28"
"high_priest_female","16","6","1,2","0,76","0,72","28","-18","-22"
"high_priest_female","17","6","0,72","0,96","1,22","-28","-2","30"
"high_priest_female","18","1","0,78","0,88","1,18","-24","-10","28"
"high_priest_female","19","1","1,18","0,82","1,02","26","-16","8"
"high_priest_female","20","1","0,74","1,12","0,92","-26","18","-8"
"high_priest_female_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"high_priest_female_riding","11","9","0,82","1,02","1,2","-18","0","24"
"high_priest_female_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"high_priest_female_riding","13","9","1,2","0,92","1,15","22","-4","18"
"high_priest_female_riding","14","9","0,82","1,15","1,16","-20","18","20"
"high_priest_female_riding","15","9","1,18","1,06","0,72","22","12","-28"
"high_priest_female_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"high_priest_female_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"high_priest_female_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"high_priest_female_riding","19","1","1,18","0,82","1,02","26","-16","8"
"high_priest_female_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"high_priest_male","10","9","1,15","0,85","0,8","18","-8","-14"
"high_priest_male","11","9","0,82","1,02","1,2","-18","0","24"
"high_priest_male","12","9","0,78","1,18","0,82","-20","22","-18"
"high_priest_male","13","9","1,2","0,92","1,15","22","-4","18"
"high_priest_male","14","9","0,82","1,15","1,16","-20","18","20"
"high_priest_male","15","9","1,18","1,06","0,72","22","12","-28"
"high_priest_male","16","6","1,2","0,76","0,72","28","-18","-22"
"high_priest_male","17","6","0,72","0,96","1,22","-28","-2","30"
"high_priest_male","18","1","0,78","0,88","1,18","-24","-10","28"
"high_priest_male","19","1","1,18","0,82","1,02","26","-16","8"
"high_priest_male","20","1","0,74","1,12","0,92","-26","18","-8"
"high_priest_male_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"high_priest_male_riding","11","9","0,82","1,02","1,2","-18","0","24"
"high_priest_male_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"high_priest_male_riding","13","9","1,2","0,92","1,15","22","-4","18"
"high_priest_male_riding","14","9","0,82","1,15","1,16","-20","18","20"
"high_priest_male_riding","15","9","1,18","1,06","0,72","22","12","-28"
"high_priest_male_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"high_priest_male_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"high_priest_male_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"high_priest_male_riding","19","1","1,18","0,82","1,02","26","-16","8"
"high_priest_male_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"high_wizard_female","10","9","1,15","0,85","0,8","18","-8","-14"
"high_wizard_female","11","9","0,82","1,02","1,2","-18","0","24"
"high_wizard_female","12","9","0,78","1,18","0,82","-20","22","-18"
"high_wizard_female","13","9","1,2","0,92","1,15","22","-4","18"
"high_wizard_female","14","9","0,82","1,15","1,16","-20","18","20"
"high_wizard_female","15","9","1,18","1,06","0,72","22","12","-28"
"high_wizard_female","16","6","1,2","0,76","0,72","28","-18","-22"
"high_wizard_female","17","6","0,72","0,96","1,22","-28","-2","30"
"high_wizard_female","18","1","0,78","0,88","1,18","-24","-10","28"
"high_wizard_female","19","1","1,18","0,82","1,02","26","-16","8"
"high_wizard_female","20","1","0,74","1,12","0,92","-26","18","-8"
"high_wizard_male","10","9","1,15","0,85","0,8","18","-8","-14"
"high_wizard_male","11","9","0,82","1,02","1,2","-18","0","24"
"high_wizard_male","12","9","0,78","1,18","0,82","-20","22","-18"
"high_wizard_male","13","9","1,2","0,92","1,15","22","-4","18"
"high_wizard_male","14","9","0,82","1,15","1,16","-20","18","20"
"high_wizard_male","15","9","1,18","1,06","0,72","22","12","-28"
"high_wizard_male","16","6","1,2","0,76","0,72","28","-18","-22"
"high_wizard_male","17","6","0,72","0,96","1,22","-28","-2","30"
"high_wizard_male","18","1","0,78","0,88","1,18","-24","-10","28"
"high_wizard_male","19","1","1,18","0,82","1,02","26","-16","8"
"high_wizard_male","20","1","0,74","1,12","0,92","-26","18","-8"
"hunter_female","10","9","1,15","0,85","0,8","18","-8","-14"
"hunter_female","11","9","0,82","1,02","1,2","-18","0","24"
"hunter_female","12","9","0,78","1,18","0,82","-20","22","-18"
"hunter_female","13","9","1,2","0,92","1,15","22","-4","18"
"hunter_female","14","9","0,82","1,15","1,16","-20","18","20"
"hunter_female","15","9","1,18","1,06","0,72","22","12","-28"
"hunter_female","16","6","1,2","0,76","0,72","28","-18","-22"
"hunter_female","17","6","0,72","0,96","1,22","-28","-2","30"
"hunter_female","18","1","0,78","0,88","1,18","-24","-10","28"
"hunter_female","19","1","1,18","0,82","1,02","26","-16","8"
"hunter_female","20","1","0,74","1,12","0,92","-26","18","-8"
"hunter_male","10","9","1,15","0,85","0,8","18","-8","-14"
"hunter_male","11","9","0,82","1,02","1,2","-18","0","24"
"hunter_male","12","9","0,78","1,18","0,82","-20","22","-18"
"hunter_male","13","9","1,2","0,92","1,15","22","-4","18"
"hunter_male","14","9","0,82","1,15","1,16","-20","18","20"
"hunter_male","15","9","1,18","1,06","0,72","22","12","-28"
"hunter_male","16","6","1,2","0,76","0,72","28","-18","-22"
"hunter_male","17","6","0,72","0,96","1,22","-28","-2","30"
"hunter_male","18","1","0,78","0,88","1,18","-24","-10","28"
"hunter_male","19","1","1,18","0,82","1,02","26","-16","8"
"hunter_male","20","1","0,74","1,12","0,92","-26","18","-8"
"hyper_novice_female","10","9","1,15","0,85","0,8","18","-8","-14"
"hyper_novice_female","11","9","0,82","1,02","1,2","-18","0","24"
"hyper_novice_female","12","9","0,78","1,18","0,82","-20","22","-18"
"hyper_novice_female","13","9","1,2","0,92","1,15","22","-4","18"
"hyper_novice_female","14","9","0,82","1,15","1,16","-20","18","20"
"hyper_novice_female","15","9","1,18","1,06","0,72","22","12","-28"
"hyper_novice_female","16","6","1,2","0,76","0,72","28","-18","-22"
"hyper_novice_female","17","6","0,72","0,96","1,22","-28","-2","30"
"hyper_novice_female","18","1","0,78","0,88","1,18","-24","-10","28"
"hyper_novice_female","19","1","1,18","0,82","1,02","26","-16","8"
"hyper_novice_female","20","1","0,74","1,12","0,92","-26","18","-8"
"hyper_novice_female_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"hyper_novice_female_riding","11","9","0,82","1,02","1,2","-18","0","24"
"hyper_novice_female_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"hyper_novice_female_riding","13","9","1,2","0,92","1,15","22","-4","18"
"hyper_novice_female_riding","14","9","0,82","1,15","1,16","-20","18","20"
"hyper_novice_female_riding","15","9","1,18","1,06","0,72","22","12","-28"
"hyper_novice_female_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"hyper_novice_female_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"hyper_novice_female_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"hyper_novice_female_riding","19","1","1,18","0,82","1,02","26","-16","8"
"hyper_novice_female_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"hyper_novice_male","10","9","1,15","0,85","0,8","18","-8","-14"
"hyper_novice_male","11","9","0,82","1,02","1,2","-18","0","24"
"hyper_novice_male","12","9","0,78","1,18","0,82","-20","22","-18"
"hyper_novice_male","13","9","1,2","0,92","1,15","22","-4","18"
"hyper_novice_male","14","9","0,82","1,15","1,16","-20","18","20"
"hyper_novice_male","15","9","1,18","1,06","0,72","22","12","-28"
"hyper_novice_male","16","6","1,2","0,76","0,72","28","-18","-22"
"hyper_novice_male","17","6","0,72","0,96","1,22","-28","-2","30"
"hyper_novice_male","18","1","0,78","0,88","1,18","-24","-10","28"
"hyper_novice_male","19","1","1,18","0,82","1,02","26","-16","8"
"hyper_novice_male","20","1","0,74","1,12","0,92","-26","18","-8"
"hyper_novice_male_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"hyper_novice_male_riding","11","9","0,82","1,02","1,2","-18","0","24"
"hyper_novice_male_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"hyper_novice_male_riding","13","9","1,2","0,92","1,15","22","-4","18"
"hyper_novice_male_riding","14","9","0,82","1,15","1,16","-20","18","20"
"hyper_novice_male_riding","15","9","1,18","1,06","0,72","22","12","-28"
"hyper_novice_male_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"hyper_novice_male_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"hyper_novice_male_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"hyper_novice_male_riding","19","1","1,18","0,82","1,02","26","-16","8"
"hyper_novice_male_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"hyper_novice_riding_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"hyper_novice_riding_³²","11","9","0,82","1,02","1,2","-18","0","24"
"hyper_novice_riding_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"hyper_novice_riding_³²","13","9","1,2","0,92","1,15","22","-4","18"
"hyper_novice_riding_³²","14","9","0,82","1,15","1,16","-20","18","20"
"hyper_novice_riding_³²","15","9","1,18","1,06","0,72","22","12","-28"
"hyper_novice_riding_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"hyper_novice_riding_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"hyper_novice_riding_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"hyper_novice_riding_³²","19","1","1,18","0,82","1,02","26","-16","8"
"hyper_novice_riding_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"hyper_novice_riding_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"hyper_novice_riding_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"hyper_novice_riding_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"hyper_novice_riding_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"hyper_novice_riding_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"hyper_novice_riding_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"hyper_novice_riding_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"hyper_novice_riding_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"hyper_novice_riding_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"hyper_novice_riding_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"hyper_novice_riding_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"hyper_novice_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"hyper_novice_³²","11","9","0,82","1,02","1,2","-18","0","24"
"hyper_novice_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"hyper_novice_³²","13","9","1,2","0,92","1,15","22","-4","18"
"hyper_novice_³²","14","9","0,82","1,15","1,16","-20","18","20"
"hyper_novice_³²","15","9","1,18","1,06","0,72","22","12","-28"
"hyper_novice_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"hyper_novice_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"hyper_novice_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"hyper_novice_³²","19","1","1,18","0,82","1,02","26","-16","8"
"hyper_novice_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"hyper_novice_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"hyper_novice_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"hyper_novice_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"hyper_novice_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"hyper_novice_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"hyper_novice_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"hyper_novice_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"hyper_novice_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"hyper_novice_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"hyper_novice_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"hyper_novice_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"imperial_guard_chicken_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"imperial_guard_chicken_³²","11","9","0,82","1,02","1,2","-18","0","24"
"imperial_guard_chicken_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"imperial_guard_chicken_³²","13","9","1,2","0,92","1,15","22","-4","18"
"imperial_guard_chicken_³²","14","9","0,82","1,15","1,16","-20","18","20"
"imperial_guard_chicken_³²","15","9","1,18","1,06","0,72","22","12","-28"
"imperial_guard_chicken_³²","16","6","1,2","0,76","0,72","28","-18","-22"
"imperial_guard_chicken_³²","17","6","0,72","0,96","1,22","-28","-2","30"
"imperial_guard_chicken_³²","18","1","0,78","0,88","1,18","-24","-10","28"
"imperial_guard_chicken_³²","19","1","1,18","0,82","1,02","26","-16","8"
"imperial_guard_chicken_³²","20","1","0,74","1,12","0,92","-26","18","-8"
"imperial_guard_chicken_¿©","10","9","1,15","0,85","0,8","18","-8","-14"
"imperial_guard_chicken_¿©","11","9","0,82","1,02","1,2","-18","0","24"
"imperial_guard_chicken_¿©","12","9","0,78","1,18","0,82","-20","22","-18"
"imperial_guard_chicken_¿©","13","9","1,2","0,92","1,15","22","-4","18"
"imperial_guard_chicken_¿©","14","9","0,82","1,15","1,16","-20","18","20"
"imperial_guard_chicken_¿©","15","9","1,18","1,06","0,72","22","12","-28"
"imperial_guard_chicken_¿©","16","6","1,2","0,76","0,72","28","-18","-22"
"imperial_guard_chicken_¿©","17","6","0,72","0,96","1,22","-28","-2","30"
"imperial_guard_chicken_¿©","18","1","0,78","0,88","1,18","-24","-10","28"
"imperial_guard_chicken_¿©","19","1","1,18","0,82","1,02","26","-16","8"
"imperial_guard_chicken_¿©","20","1","0,74","1,12","0,92","-26","18","-8"
"imperial_guard_female","10","9","1,15","0,85","0,8","18","-8","-14"
"imperial_guard_female","11","9","0,82","1,02","1,2","-18","0","24"
"imperial_guard_female","12","9","0,78","1,18","0,82","-20","22","-18"
"imperial_guard_female","13","9","1,2","0,92","1,15","22","-4","18"
"imperial_guard_female","14","9","0,82","1,15","1,16","-20","18","20"
"imperial_guard_female","15","9","1,18","1,06","0,72","22","12","-28"
"imperial_guard_female","16","6","1,2","0,76","0,72","28","-18","-22"
"imperial_guard_female","17","6","0,72","0,96","1,22","-28","-2","30"
"imperial_guard_female","18","1","0,78","0,88","1,18","-24","-10","28"
"imperial_guard_female","19","1","1,18","0,82","1,02","26","-16","8"
"imperial_guard_female","20","1","0,74","1,12","0,92","-26","18","-8"
"imperial_guard_female_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"imperial_guard_female_riding","11","9","0,82","1,02","1,2","-18","0","24"
"imperial_guard_female_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"imperial_guard_female_riding","13","9","1,2","0,92","1,15","22","-4","18"
"imperial_guard_female_riding","14","9","0,82","1,15","1,16","-20","18","20"
"imperial_guard_female_riding","15","9","1,18","1,06","0,72","22","12","-28"
"imperial_guard_female_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"imperial_guard_female_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"imperial_guard_female_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"imperial_guard_female_riding","19","1","1,18","0,82","1,02","26","-16","8"
"imperial_guard_female_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"imperial_guard_male","10","9","1,15","0,85","0,8","18","-8","-14"
"imperial_guard_male","11","9","0,82","1,02","1,2","-18","0","24"
"imperial_guard_male","12","9","0,78","1,18","0,82","-20","22","-18"
"imperial_guard_male","13","9","1,2","0,92","1,15","22","-4","18"
"imperial_guard_male","14","9","0,82","1,15","1,16","-20","18","20"
"imperial_guard_male","15","9","1,18","1,06","0,72","22","12","-28"
"imperial_guard_male","16","6","1,2","0,76","0,72","28","-18","-22"
"imperial_guard_male","17","6","0,72","0,96","1,22","-28","-2","30"
"imperial_guard_male","18","1","0,78","0,88","1,18","-24","-10","28"
"imperial_guard_male","19","1","1,18","0,82","1,02","26","-16","8"
"imperial_guard_male","20","1","0,74","1,12","0,92","-26","18","-8"
"imperial_guard_male_riding","10","9","1,15","0,85","0,8","18","-8","-14"
"imperial_guard_male_riding","11","9","0,82","1,02","1,2","-18","0","24"
"imperial_guard_male_riding","12","9","0,78","1,18","0,82","-20","22","-18"
"imperial_guard_male_riding","13","9","1,2","0,92","1,15","22","-4","18"
"imperial_guard_male_riding","14","9","0,82","1,15","1,16","-20","18","20"
"imperial_guard_male_riding","15","9","1,18","1,06","0,72","22","12","-28"
"imperial_guard_male_riding","16","6","1,2","0,76","0,72","28","-18","-22"
"imperial_guard_male_riding","17","6","0,72","0,96","1,22","-28","-2","30"
"imperial_guard_male_riding","18","1","0,78","0,88","1,18","-24","-10","28"
"imperial_guard_male_riding","19","1","1,18","0,82","1,02","26","-16","8"
"imperial_guard_male_riding","20","1","0,74","1,12","0,92","-26","18","-8"
"imperial_guard_riding_³²","10","9","1,15","0,85","0,8","18","-8","-14"
"imperial_guard_riding_³²","11","9","0,82","1,02","1,2","-18","0","24"
"imperial_guard_riding_³²","12","9","0,78","1,18","0,82","-20","22","-18"
"imperial_guard_riding_³²","13","9","1,2","0,92","1,15","22","-4","18"
"imperial_guard_riding_³²","14","9","0,82","1,15","1,16","-20","18","20"
"imperial_guard_riding_³²","15","9","1,18","1,06","0,72","22","12","-28"
"imperial_guard_riding_³²","16","6","1,2","0,76","0,72","28","-18","-22"
